date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
02:39:04	6631/6631	---M--	200	added ('OK')	image/png	date:Fri,%2029%20Mar%202024%2014:48:21%20GMT	https://demisabah.com/wp-content/uploads/2020/10/NEW-DEMI-SABAH-logo-besar-300x77.png	C:/My%20Web%20Sites/Demi%20Sabah/demisabah.com/wp-content/uploads/2020/10/NEW-DEMI-SABAH-logo-besar-300x77.png	(from https://demisabah.com/keunikan-gunung-kinabalu-tarikan-pelancong-berkunjung/)
02:39:04	17135/17135	---M--	200	added ('OK')	image/png	date:Fri,%2029%20Mar%202024%2014:48:21%20GMT	https://demisabah.com/wp-content/uploads/2020/10/NEW-DEMI-SABAH-logo-besar.png	C:/My%20Web%20Sites/Demi%20Sabah/demisabah.com/wp-content/uploads/2020/10/NEW-DEMI-SABAH-logo-besar.png	(from https://demisabah.com/keunikan-gunung-kinabalu-tarikan-pelancong-berkunjung/)
02:39:04	15005/15005	---M--	200	added ('OK')	image/jpeg	date:Fri,%2029%20Mar%202024%2014:48:00%20GMT	https://demisabah.com/wp-content/uploads/2020/10/banner-iklan-demiselangor.jpg	C:/My%20Web%20Sites/Demi%20Sabah/demisabah.com/wp-content/uploads/2020/10/banner-iklan-demiselangor.jpg	(from https://demisabah.com/keunikan-gunung-kinabalu-tarikan-pelancong-berkunjung/)
02:39:05	64769/64769	---M--	200	added ('OK')	image/jpeg	date:Fri,%2029%20Mar%202024%2015:55:38%20GMT	https://demisabah.com/wp-content/uploads/2022/02/dsfdfdsfdsf-696x464.jpg	C:/My%20Web%20Sites/Demi%20Sabah/demisabah.com/wp-content/uploads/2022/02/dsfdfdsfdsf-696x464.jpg	(from https://demisabah.com/keunikan-gunung-kinabalu-tarikan-pelancong-berkunjung/)
02:39:05	256258/256258	---M--	200	added ('OK')	image/jpeg	date:Fri,%2029%20Mar%202024%2015:55:37%20GMT	https://demisabah.com/wp-content/uploads/2022/02/sdsadasdsad.jpg	C:/My%20Web%20Sites/Demi%20Sabah/demisabah.com/wp-content/uploads/2022/02/sdsadasdsad.jpg	(from https://demisabah.com/keunikan-gunung-kinabalu-tarikan-pelancong-berkunjung/)
02:39:05	107649/107649	---M--	200	added ('OK')	image/jpeg	date:Fri,%2029%20Mar%202024%2014:37:54%20GMT	https://new.demisabah.com/wp-content/uploads/2024/03/footer_bg.jpg	C:/My%20Web%20Sites/Demi%20Sabah/new.demisabah.com/wp-content/uploads/2024/03/footer_bg.jpg	(from https://demisabah.com/keunikan-gunung-kinabalu-tarikan-pelancong-berkunjung/)
02:39:05	18878/18878	---M-Z	200	added ('OK')	text/javascript	date:Wed,%2013%20Nov%202024%2021:32:03%20GMT	https://demisabah.com/wp-includes/js/underscore.min.js?ver=1.13.7	C:/My%20Web%20Sites/Demi%20Sabah/demisabah.com/wp-includes/js/underscore.min3ab8.js	(from https://demisabah.com/keunikan-gunung-kinabalu-tarikan-pelancong-berkunjung/)
02:39:06	5493/5493	---M-Z	200	added ('OK')	text/javascript	date:Fri,%2029%20Mar%202024%2013:29:19%20GMT	https://demisabah.com/wp-content/plugins/td-cloud-library/assets/js/js_posts_autoload.min.js?ver=be262a20ca49ba5e513ad6176c77b975	C:/My%20Web%20Sites/Demi%20Sabah/demisabah.com/wp-content/plugins/td-cloud-library/assets/js/js_posts_autoload.minf2e4.js	(from https://demisabah.com/keunikan-gunung-kinabalu-tarikan-pelancong-berkunjung/)
02:39:06	159996/159996	---M-Z	200	added ('OK')	text/javascript	date:Fri,%2029%20Mar%202024%2013:29:13%20GMT	https://demisabah.com/wp-content/plugins/td-composer/legacy/Newspaper/js/tagdiv_theme.min.js?ver=12.6.5	C:/My%20Web%20Sites/Demi%20Sabah/demisabah.com/wp-content/plugins/td-composer/legacy/Newspaper/js/tagdiv_theme.min1936.js	(from https://demisabah.com/keunikan-gunung-kinabalu-tarikan-pelancong-berkunjung/)
02:39:06	2449/2449	---M-Z	200	added ('OK')	text/javascript	date:Fri,%2029%20Mar%202024%2013:29:13%20GMT	https://demisabah.com/wp-content/plugins/td-composer/legacy/Newspaper/js/tdPostImages.js?ver=12.6.5	C:/My%20Web%20Sites/Demi%20Sabah/demisabah.com/wp-content/plugins/td-composer/legacy/Newspaper/js/tdPostImages1936.js	(from https://demisabah.com/keunikan-gunung-kinabalu-tarikan-pelancong-berkunjung/)
02:39:06	2632/2632	---M-Z	200	added ('OK')	text/javascript	date:Fri,%2029%20Mar%202024%2013:29:13%20GMT	https://demisabah.com/wp-content/plugins/td-composer/legacy/Newspaper/js/tdSocialSharing.js?ver=12.6.5	C:/My%20Web%20Sites/Demi%20Sabah/demisabah.com/wp-content/plugins/td-composer/legacy/Newspaper/js/tdSocialSharing1936.js	(from https://demisabah.com/keunikan-gunung-kinabalu-tarikan-pelancong-berkunjung/)
02:39:07	8892/8892	---M-Z	200	added ('OK')	text/javascript	date:Fri,%2029%20Mar%202024%2013:29:13%20GMT	https://demisabah.com/wp-content/plugins/td-composer/legacy/Newspaper/js/tdModalPostImages.js?ver=12.6.5	C:/My%20Web%20Sites/Demi%20Sabah/demisabah.com/wp-content/plugins/td-composer/legacy/Newspaper/js/tdModalPostImages1936.js	(from https://demisabah.com/keunikan-gunung-kinabalu-tarikan-pelancong-berkunjung/)
02:39:07	3026/3026	---M-Z	200	added ('OK')	text/javascript	date:Wed,%2013%20Nov%202024%2021:32:03%20GMT	https://demisabah.com/wp-includes/js/comment-reply.min.js?ver=6.7	C:/My%20Web%20Sites/Demi%20Sabah/demisabah.com/wp-includes/js/comment-reply.min0b5e.js	(from https://demisabah.com/keunikan-gunung-kinabalu-tarikan-pelancong-berkunjung/)
02:39:07	29608/29608	---M-Z	200	added ('OK')	text/javascript	date:Fri,%2029%20Mar%202024%2013:29:19%20GMT	https://demisabah.com/wp-content/plugins/td-cloud-library/assets/js/js_files_for_front.min.js?ver=be262a20ca49ba5e513ad6176c77b975	C:/My%20Web%20Sites/Demi%20Sabah/demisabah.com/wp-content/plugins/td-cloud-library/assets/js/js_files_for_front.minf2e4.js	(from https://demisabah.com/keunikan-gunung-kinabalu-tarikan-pelancong-berkunjung/)
02:39:07	2670/2670	---M-Z	200	added ('OK')	text/javascript	date:Fri,%2029%20Mar%202024%2013:29:13%20GMT	https://demisabah.com/wp-content/plugins/td-composer/legacy/Newspaper/js/tdLoadingBox.js?ver=12.6.5	C:/My%20Web%20Sites/Demi%20Sabah/demisabah.com/wp-content/plugins/td-composer/legacy/Newspaper/js/tdLoadingBox1936.js	(from https://demisabah.com/keunikan-gunung-kinabalu-tarikan-pelancong-berkunjung/)
02:39:08	10781/10781	---M-Z	200	added ('OK')	text/javascript	date:Fri,%2029%20Mar%202024%2013:29:19%20GMT	https://demisabah.com/wp-content/plugins/td-cloud-library/assets/js/tdbMenu.js?ver=be262a20ca49ba5e513ad6176c77b975	C:/My%20Web%20Sites/Demi%20Sabah/demisabah.com/wp-content/plugins/td-cloud-library/assets/js/tdbMenuf2e4.js	(from https://demisabah.com/keunikan-gunung-kinabalu-tarikan-pelancong-berkunjung/)
02:39:08	1874/1874	---M-Z	200	added ('OK')	text/javascript	date:Fri,%2029%20Mar%202024%2013:29:13%20GMT	https://demisabah.com/wp-content/plugins/td-composer/legacy/Newspaper/js/tdInfiniteLoader.js?ver=12.6.5	C:/My%20Web%20Sites/Demi%20Sabah/demisabah.com/wp-content/plugins/td-composer/legacy/Newspaper/js/tdInfiniteLoader1936.js	(from https://demisabah.com/keunikan-gunung-kinabalu-tarikan-pelancong-berkunjung/)
02:39:08	1316/1316	---M-Z	200	added ('OK')	text/javascript	date:Fri,%2029%20Mar%202024%2013:29:13%20GMT	https://demisabah.com/wp-content/plugins/td-composer/legacy/Newspaper/js/tdToTop.js?ver=12.6.5	C:/My%20Web%20Sites/Demi%20Sabah/demisabah.com/wp-content/plugins/td-composer/legacy/Newspaper/js/tdToTop1936.js	(from https://demisabah.com/keunikan-gunung-kinabalu-tarikan-pelancong-berkunjung/)
02:39:08	6145/6145	---M-Z	200	added ('OK')	text/javascript	date:Fri,%2029%20Mar%202024%2013:29:13%20GMT	https://demisabah.com/wp-content/plugins/td-composer/legacy/Newspaper/js/tdAjaxSearch.js?ver=12.6.5	C:/My%20Web%20Sites/Demi%20Sabah/demisabah.com/wp-content/plugins/td-composer/legacy/Newspaper/js/tdAjaxSearch1936.js	(from https://demisabah.com/keunikan-gunung-kinabalu-tarikan-pelancong-berkunjung/)
02:39:08	5945/5945	---M-Z	200	added ('OK')	text/javascript	date:Fri,%2029%20Mar%202024%2013:29:19%20GMT	https://demisabah.com/wp-content/plugins/td-cloud-library/assets/js/tdbSearch.js?ver=be262a20ca49ba5e513ad6176c77b975	C:/My%20Web%20Sites/Demi%20Sabah/demisabah.com/wp-content/plugins/td-cloud-library/assets/js/tdbSearchf2e4.js	(from https://demisabah.com/keunikan-gunung-kinabalu-tarikan-pelancong-berkunjung/)
02:39:09	4530/4530	---M-Z	200	added ('OK')	text/javascript	date:Fri,%2029%20Mar%202024%2013:29:13%20GMT	https://demisabah.com/wp-content/plugins/td-composer/legacy/Newspaper/js/tdMenu.js?ver=12.6.5	C:/My%20Web%20Sites/Demi%20Sabah/demisabah.com/wp-content/plugins/td-composer/legacy/Newspaper/js/tdMenu1936.js	(from https://demisabah.com/keunikan-gunung-kinabalu-tarikan-pelancong-berkunjung/)
02:39:15	9716/9716	---M-Z	200	added ('OK')	text/javascript	date:Fri,%2029%20Mar%202024%2013:29:13%20GMT	https://demisabah.com/wp-content/plugins/td-composer/legacy/Newspaper/js/tdSmartSidebar.js?ver=12.6.5	C:/My%20Web%20Sites/Demi%20Sabah/demisabah.com/wp-content/plugins/td-composer/legacy/Newspaper/js/tdSmartSidebar1936.js	(from https://demisabah.com/keunikan-gunung-kinabalu-tarikan-pelancong-berkunjung/)
02:39:15	1948/1948	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	date:Fri,%2029%20Mar%202024%2013:29:13%20GMT	https://demisabah.com/wp-content/plugins/td-composer/td-multi-purpose/images/icons/multipurpose.eot?2	C:/My%20Web%20Sites/Demi%20Sabah/demisabah.com/wp-content/plugins/td-composer/td-multi-purpose/images/icons/multipurposec81e.eot	(from https://demisabah.com/wp-content/plugins/td-composer/td-multi-purpose/style.css?ver=6217cd4d7820e3bfbc83cc495211f01b)
02:39:15	1840/1840	---M--	200	added ('OK')	font/woff	date:Fri,%2029%20Mar%202024%2013:29:13%20GMT	https://demisabah.com/wp-content/plugins/td-composer/td-multi-purpose/images/icons/multipurpose.woff?2	C:/My%20Web%20Sites/Demi%20Sabah/demisabah.com/wp-content/plugins/td-composer/td-multi-purpose/images/icons/multipurposec81e.woff	(from https://demisabah.com/wp-content/plugins/td-composer/td-multi-purpose/style.css?ver=6217cd4d7820e3bfbc83cc495211f01b)
02:39:15	1764/1764	---M-Z	200	added ('OK')	font/ttf	date:Fri,%2029%20Mar%202024%2013:29:13%20GMT	https://demisabah.com/wp-content/plugins/td-composer/td-multi-purpose/images/icons/multipurpose.ttf?2	C:/My%20Web%20Sites/Demi%20Sabah/demisabah.com/wp-content/plugins/td-composer/td-multi-purpose/images/icons/multipurposec81e.ttf	(from https://demisabah.com/wp-content/plugins/td-composer/td-multi-purpose/style.css?ver=6217cd4d7820e3bfbc83cc495211f01b)
02:39:16	2233/2233	---M-Z	200	added ('OK')	image/svg+xml	date:Fri,%2029%20Mar%202024%2013:29:13%20GMT	https://demisabah.com/wp-content/plugins/td-composer/td-multi-purpose/images/icons/multipurpose.svg?2	C:/My%20Web%20Sites/Demi%20Sabah/demisabah.com/wp-content/plugins/td-composer/td-multi-purpose/images/icons/multipurposec81e.svg	(from https://demisabah.com/wp-content/plugins/td-composer/td-multi-purpose/style.css?ver=6217cd4d7820e3bfbc83cc495211f01b)
02:39:16	33992/33992	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	date:Fri,%2029%20Mar%202024%2013:28:57%20GMT	https://demisabah.com/wp-content/themes/Newspaper/images/icons/newspaper.eot?23	C:/My%20Web%20Sites/Demi%20Sabah/demisabah.com/wp-content/themes/Newspaper/images/icons/newspaper3769.eot	(from https://demisabah.com/wp-content/themes/Newspaper/style.css?ver=12.6.5)
02:39:16	33904/33904	---M--	200	added ('OK')	font/woff	date:Fri,%2029%20Mar%202024%2013:28:57%20GMT	https://demisabah.com/wp-content/themes/Newspaper/images/icons/newspaper.woff?23	C:/My%20Web%20Sites/Demi%20Sabah/demisabah.com/wp-content/themes/Newspaper/images/icons/newspaper3769.woff	(from https://demisabah.com/wp-content/themes/Newspaper/style.css?ver=12.6.5)
02:39:16	33828/33828	---M-Z	200	added ('OK')	font/ttf	date:Fri,%2029%20Mar%202024%2013:28:57%20GMT	https://demisabah.com/wp-content/themes/Newspaper/images/icons/newspaper.ttf?23	C:/My%20Web%20Sites/Demi%20Sabah/demisabah.com/wp-content/themes/Newspaper/images/icons/newspaper3769.ttf	(from https://demisabah.com/wp-content/themes/Newspaper/style.css?ver=12.6.5)
02:39:17	127714/127714	---M-Z	200	added ('OK')	image/svg+xml	date:Fri,%2029%20Mar%202024%2013:28:57%20GMT	https://demisabah.com/wp-content/themes/Newspaper/images/icons/newspaper.svg?23	C:/My%20Web%20Sites/Demi%20Sabah/demisabah.com/wp-content/themes/Newspaper/images/icons/newspaper3769.svg	(from https://demisabah.com/wp-content/themes/Newspaper/style.css?ver=12.6.5)
02:39:17	12396/12396	---M--	200	added ('OK')	image/png	date:Fri,%2029%20Mar%202024%2013:29:10%20GMT	https://demisabah.com/wp-content/plugins/td-composer/legacy/Newspaper/assets/images/sprite/elements.png	C:/My%20Web%20Sites/Demi%20Sabah/demisabah.com/wp-content/plugins/td-composer/legacy/Newspaper/assets/images/sprite/elements.png	(from https://demisabah.com/wp-content/plugins/td-composer/legacy/Newspaper/assets/css/td_legacy_main.css?ver=6217cd4d7820e3bfbc83cc495211f01b)
02:39:17	28294/28294	---M--	200	added ('OK')	image/png	date:Fri,%2029%20Mar%202024%2013:29:10%20GMT	https://demisabah.com/wp-content/plugins/td-composer/legacy/Newspaper/assets/images/sprite/elements@2x.png	C:/My%20Web%20Sites/Demi%20Sabah/demisabah.com/wp-content/plugins/td-composer/legacy/Newspaper/assets/images/sprite/elements@2x.png	(from https://demisabah.com/wp-content/plugins/td-composer/legacy/Newspaper/assets/css/td_legacy_main.css?ver=6217cd4d7820e3bfbc83cc495211f01b)
