date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:44:13	1013/1013	---M-Z	200	added ('OK')	text/css	etag:%223f5-666aaf9e-27bf07;gz%22	https://pandupelancong.com/wp-content/themes/gpblogpro/css/owl.theme.default.min.css?ver=6.7.1	C:/My%20Web%20Sites/pandupelancong/pandupelancong.com/wp-content/themes/gpblogpro/css/owl.theme.default.min9704.css	(from https://pandupelancong.com/destination/gunung-kinabalu/)
14:44:13	1495/1495	---M-Z	200	added ('OK')	text/css	etag:%225d7-65e191df-1c9085;gz%22	https://pandupelancong.com/wp-content/themes/generatepress/assets/css/components/comments.min.css?ver=3.4.0	C:/My%20Web%20Sites/pandupelancong/pandupelancong.com/wp-content/themes/generatepress/assets/css/components/comments.min6b00.css	(from https://pandupelancong.com/destination/gunung-kinabalu/)
14:44:13	19564/19564	---M-Z	200	added ('OK')	text/css	etag:%224c6c-65e191df-1c908f;gz%22	https://pandupelancong.com/wp-content/themes/generatepress/assets/css/main.min.css?ver=3.4.0	C:/My%20Web%20Sites/pandupelancong/pandupelancong.com/wp-content/themes/generatepress/assets/css/main.min6b00.css	(from https://pandupelancong.com/destination/gunung-kinabalu/)
14:44:13	18728/18728	---M-Z	200	added ('OK')	text/css	etag:%224928-666aaf9e-27bf10;gz%22	https://pandupelancong.com/wp-content/themes/gpblogpro/style.css?ver=1718267806	C:/My%20Web%20Sites/pandupelancong/pandupelancong.com/wp-content/themes/gpblogpro/style2f4d.css	(from https://pandupelancong.com/destination/gunung-kinabalu/)
14:44:13	1604/1604	---M-Z	200	added ('OK')	text/css	etag:%22644-666a758c-276315;gz%22	https://pandupelancong.com/wp-content/plugins/add-to-any/addtoany.min.css?ver=1.16	C:/My%20Web%20Sites/pandupelancong/pandupelancong.com/wp-content/plugins/add-to-any/addtoany.mind47c.css	(from https://pandupelancong.com/destination/gunung-kinabalu/)
14:44:14	5677/5677	---M-Z	200	added ('OK')	text/css	etag:%22162d-666aaf3e-27acac;gz%22	https://pandupelancong.com/wp-content/plugins/gp-premium/blog/functions/css/style.min.css?ver=2.4.1	C:/My%20Web%20Sites/pandupelancong/pandupelancong.com/wp-content/plugins/gp-premium/blog/functions/css/style.min8066.css	(from https://pandupelancong.com/destination/gunung-kinabalu/)
14:44:14	5901/5901	---M-Z	200	added ('OK')	text/css	etag:%22170d-666aaf3e-27ad9e;gz%22	https://pandupelancong.com/wp-content/plugins/gp-premium/menu-plus/functions/css/offside.min.css?ver=2.4.1	C:/My%20Web%20Sites/pandupelancong/pandupelancong.com/wp-content/plugins/gp-premium/menu-plus/functions/css/offside.min8066.css	(from https://pandupelancong.com/destination/gunung-kinabalu/)
14:44:14	3152/3152	---MCZ	200	added ('OK')	application/javascript	etag:W/%223ae23968c16ec39faa9f97db5ea5195b%22	https://static.addtoany.com/menu/page.js	C:/My%20Web%20Sites/pandupelancong/static.addtoany.com/menu/page.js	(from https://pandupelancong.com/destination/gunung-kinabalu/)
14:44:15	87553/87553	---M-Z	200	added ('OK')	text/javascript	etag:%2215601-654ab462-1baa24;gz%22	https://pandupelancong.com/wp-includes/js/jquery/jquery.min.js?ver=3.7.1	C:/My%20Web%20Sites/pandupelancong/pandupelancong.com/wp-includes/js/jquery/jquery.minf43b.js	(from https://pandupelancong.com/destination/gunung-kinabalu/)
14:44:15	13577/13577	---M-Z	200	added ('OK')	text/javascript	etag:%223509-6512aa65-1baa05;gz%22	https://pandupelancong.com/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1	C:/My%20Web%20Sites/pandupelancong/pandupelancong.com/wp-includes/js/jquery/jquery-migrate.min5589.js	(from https://pandupelancong.com/destination/gunung-kinabalu/)
14:44:15	129/129	---M--	200	added ('OK')	text/javascript	etag:%2281-666a758c-276316;;;%22	https://pandupelancong.com/wp-content/plugins/add-to-any/addtoany.min.js?ver=1.1	C:/My%20Web%20Sites/pandupelancong/pandupelancong.com/wp-content/plugins/add-to-any/addtoany.min4963.js	(from https://pandupelancong.com/destination/gunung-kinabalu/)
14:44:15	4563/4563	---M-Z	200	added ('OK')	text/javascript	etag:%2211d3-66043458-1c50f7;gz%22	https://pandupelancong.com/wp-content/plugins/wordpress-popular-posts/assets/js/wpp.min.js?ver=6.4.2	C:/My%20Web%20Sites/pandupelancong/pandupelancong.com/wp-content/plugins/wordpress-popular-posts/assets/js/wpp.min1e39.js	(from https://pandupelancong.com/destination/gunung-kinabalu/)
14:44:16	87462/87462	---M-Z	200	added ('OK')	text/javascript	etag:%22155a6-666aaf9e-27bf0c;gz%22	https://pandupelancong.com/wp-content/themes/gpblogpro/js/jquery-3.7.0.min.js?ver=6.7.1	C:/My%20Web%20Sites/pandupelancong/pandupelancong.com/wp-content/themes/gpblogpro/js/jquery-3.7.0.min9704.js	(from https://pandupelancong.com/destination/gunung-kinabalu/)
14:44:16	44342/44342	---M-Z	200	added ('OK')	text/javascript	etag:%22ad36-666aaf9e-27bf0e;gz%22	https://pandupelancong.com/wp-content/themes/gpblogpro/js/owl.carousel.min.js?ver=6.7.1	C:/My%20Web%20Sites/pandupelancong/pandupelancong.com/wp-content/themes/gpblogpro/js/owl.carousel.min9704.js	(from https://pandupelancong.com/destination/gunung-kinabalu/)
14:44:16	2115/2115	---M-Z	200	added ('OK')	text/javascript	etag:%22843-666aaf9e-27bf0d;gz%22	https://pandupelancong.com/wp-content/themes/gpblogpro/js/custom.js?ver=6.7.1	C:/My%20Web%20Sites/pandupelancong/pandupelancong.com/wp-content/themes/gpblogpro/js/custom9704.js	(from https://pandupelancong.com/destination/gunung-kinabalu/)
14:44:16	194638/194638	---M--	200	added ('OK')	text/javascript	etag:12083399935489410944	https://pagead2.googlesyndication.com/pagead/js/adsbygoogle.js?client=ca-pub-7545595466314048&host=ca-host-pub-2644536267352236	C:/My%20Web%20Sites/pandupelancong/pagead2.googlesyndication.com/pagead/js/fc553.txt	(from https://pandupelancong.com/destination/gunung-kinabalu/)
14:44:17	194633/194633	---M--	200	added ('OK')	text/javascript	etag:16494776843939140759	https://pagead2.googlesyndication.com/pagead/js/adsbygoogle.js?client=ca-pub-7545595466314048	C:/My%20Web%20Sites/pandupelancong/pagead2.googlesyndication.com/pagead/js/f4761.txt	(from https://pandupelancong.com/destination/gunung-kinabalu/)
14:44:17	3300/3300	---M-Z	200	added ('OK')	text/javascript	etag:%22ce4-67353068-1bc0f6;gz%22	https://pandupelancong.com/wp-includes/js/dist/script-modules/block-library/navigation/view.min.js?ver=8ff192874fc8910a284c	C:/My%20Web%20Sites/pandupelancong/pandupelancong.com/wp-includes/js/dist/script-modules/block-library/navigation/view.minf7ab.js	(from https://pandupelancong.com/destination/gunung-kinabalu/)
14:44:17	36695/36695	---M-Z	200	added ('OK')	text/javascript	etag:%228f57-67353068-1bc0e4;gz%22	https://pandupelancong.com/wp-includes/js/dist/script-modules/interactivity/index.min.js?ver=06b8f695ef48ab2d9277	C:/My%20Web%20Sites/pandupelancong/pandupelancong.com/wp-includes/js/dist/script-modules/interactivity/index.min563f.js	(from https://pandupelancong.com/destination/gunung-kinabalu/)
14:44:17	6795/6795	---M-Z	200	added ('OK')	text/javascript	etag:%221a8b-666aaf3e-27ada3;gz%22	https://pandupelancong.com/wp-content/plugins/gp-premium/menu-plus/functions/js/offside.min.js?ver=2.4.1	C:/My%20Web%20Sites/pandupelancong/pandupelancong.com/wp-content/plugins/gp-premium/menu-plus/functions/js/offside.min8066.js	(from https://pandupelancong.com/destination/gunung-kinabalu/)
14:44:17	6883/6883	---M-Z	200	added ('OK')	text/javascript	etag:%221ae3-666aaf3e-27acfc;gz%22	https://pandupelancong.com/wp-content/plugins/gp-premium/general/js/smooth-scroll.min.js?ver=2.4.1	C:/My%20Web%20Sites/pandupelancong/pandupelancong.com/wp-content/plugins/gp-premium/general/js/smooth-scroll.min8066.js	(from https://pandupelancong.com/destination/gunung-kinabalu/)
14:44:18	200/200	---M--	200	added ('OK')	text/javascript	etag:%22c8-666a6d05-27a129;;;%22	https://pandupelancong.com/wp-content/plugins/travel-plugin-post/assets/js/toc-toggle.js?ver=1.0.0	C:/My%20Web%20Sites/pandupelancong/pandupelancong.com/wp-content/plugins/travel-plugin-post/assets/js/toc-toggle8a54.js	(from https://pandupelancong.com/destination/gunung-kinabalu/)
14:44:18	6957/6957	---M-Z	200	added ('OK')	text/javascript	etag:%221b2d-65e191df-1c90b4;gz%22	https://pandupelancong.com/wp-content/themes/generatepress/assets/js/menu.min.js?ver=3.4.0	C:/My%20Web%20Sites/pandupelancong/pandupelancong.com/wp-content/themes/generatepress/assets/js/menu.min6b00.js	(from https://pandupelancong.com/destination/gunung-kinabalu/)
14:44:18	3429/3429	---M-Z	200	added ('OK')	text/javascript	etag:%22d65-65e191df-1c909f;gz%22	https://pandupelancong.com/wp-content/themes/generatepress/assets/dist/modal.js?ver=3.4.0	C:/My%20Web%20Sites/pandupelancong/pandupelancong.com/wp-content/themes/generatepress/assets/dist/modal6b00.js	(from https://pandupelancong.com/destination/gunung-kinabalu/)
14:44:18	3026/3026	---M-Z	200	added ('OK')	text/javascript	etag:%22bd2-67353068-181c5a;gz%22	https://pandupelancong.com/wp-includes/js/comment-reply.min.js?ver=6.7.1	C:/My%20Web%20Sites/pandupelancong/pandupelancong.com/wp-includes/js/comment-reply.min9704.js	(from https://pandupelancong.com/destination/gunung-kinabalu/)
14:44:19	7370/7370	---MCZ	200	added ('OK')	application/javascript	etag:W/14421-1717166115701.7278	https://stats.wp.com/e-202450.js	C:/My%20Web%20Sites/pandupelancong/stats.wp.com/e-202450.js	(from https://pandupelancong.com/destination/gunung-kinabalu/)
14:44:19	11388/11388	---M-Z	200	added ('OK')	text/javascript	etag:%222c7c-6604341a-1c4b28;gz%22	https://pandupelancong.com/wp-content/plugins/akismet/_inc/akismet-frontend.js?ver=1711551514	C:/My%20Web%20Sites/pandupelancong/pandupelancong.com/wp-content/plugins/akismet/_inc/akismet-frontend47f6.js	(from https://pandupelancong.com/destination/gunung-kinabalu/)
14:44:19	4598/4598	---M-Z	200	added ('OK')	image/svg+xml	etag:%2211f6-6512aa65-1baab8;gz%22	https://pandupelancong.com/wp-includes/js/mediaelement/mejs-controls.svg	C:/My%20Web%20Sites/pandupelancong/pandupelancong.com/wp-includes/js/mediaelement/mejs-controls.svg	(from https://pandupelancong.com/wp-includes/js/mediaelement/mediaelementplayer-legacy.min.css?ver=4.2.17)
14:44:20	138295/138295	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2017%20Dec%202024%2006:44:23%20GMT	https://pandupelancong.com/wp-content/themes/gpblogpro/css/owl.video.play.png	C:/My%20Web%20Sites/pandupelancong/pandupelancong.com/wp-content/themes/gpblogpro/css/owl.video.play.png	(from https://pandupelancong.com/wp-content/themes/gpblogpro/css/owl.carousel.min.css?ver=6.7.1)
14:44:20	2144/2144	---M-Z	200	added ('OK')	image/svg+xml	etag:%22860-666aaf9e-27bf0a;gz%22	https://pandupelancong.com/wp-content/themes/gpblogpro/images/arrow-left.svg	C:/My%20Web%20Sites/pandupelancong/pandupelancong.com/wp-content/themes/gpblogpro/images/arrow-left.svg	(from https://pandupelancong.com/wp-content/themes/gpblogpro/style.css?ver=1718267806)
14:44:21	2137/2137	---M-Z	200	added ('OK')	image/svg+xml	etag:%22859-666aaf9e-27bf09;gz%22	https://pandupelancong.com/wp-content/themes/gpblogpro/images/arrow-right.svg	C:/My%20Web%20Sites/pandupelancong/pandupelancong.com/wp-content/themes/gpblogpro/images/arrow-right.svg	(from https://pandupelancong.com/wp-content/themes/gpblogpro/style.css?ver=1718267806)
