date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
02:34:24	58923/58923	---M--	200	added ('OK')	image/jpeg	etag:%2259c6969b-e62b%22	https://theplanetd.com/images/mount-kinabalu-guide.jpg	C:/My%20Web%20Sites/The%20Planet%20D/theplanetd.com/images/mount-kinabalu-guide.jpg	(from https://theplanetd.com/mount-kinabalu-2-tough-days-in-borneo/)
02:34:25	18900/18900	---M--	200	added ('OK')	image/jpeg	etag:%2259c696d0-49d4%22	https://theplanetd.com/images/mount-kinabalu-camera.jpg	C:/My%20Web%20Sites/The%20Planet%20D/theplanetd.com/images/mount-kinabalu-camera.jpg	(from https://theplanetd.com/mount-kinabalu-2-tough-days-in-borneo/)
02:34:26	49844/49844	---M--	200	added ('OK')	image/jpeg	etag:%2259c696c8-c2b4%22	https://theplanetd.com/images/mount-kinabalu-climbing.jpg	C:/My%20Web%20Sites/The%20Planet%20D/theplanetd.com/images/mount-kinabalu-climbing.jpg	(from https://theplanetd.com/mount-kinabalu-2-tough-days-in-borneo/)
02:34:26	30808/30808	---M--	200	added ('OK')	image/jpeg	etag:%2259c696b4-7858%22	https://theplanetd.com/images/mount-kinabalu-deb.jpg	C:/My%20Web%20Sites/The%20Planet%20D/theplanetd.com/images/mount-kinabalu-deb.jpg	(from https://theplanetd.com/mount-kinabalu-2-tough-days-in-borneo/)
02:34:27	39350/39350	---M--	200	added ('OK')	image/jpeg	etag:%2259c696c0-99b6%22	https://theplanetd.com/images/mount-kinabalu-couple.jpg	C:/My%20Web%20Sites/The%20Planet%20D/theplanetd.com/images/mount-kinabalu-couple.jpg	(from https://theplanetd.com/mount-kinabalu-2-tough-days-in-borneo/)
02:34:27	61808/61808	---M--	200	added ('OK')	image/jpeg	etag:%2258a3cee6-f170%22	https://theplanetd.com/images/mount-kinablau-climber-summit.jpg	C:/My%20Web%20Sites/The%20Planet%20D/theplanetd.com/images/mount-kinablau-climber-summit.jpg	(from https://theplanetd.com/mount-kinabalu-2-tough-days-in-borneo/)
02:34:28	32378/32378	---M--	200	added ('OK')	image/jpeg	etag:%2265006050-7e7a%22	https://theplanetd.com/images/best-hikes-in-the-world-400x300.jpeg	C:/My%20Web%20Sites/The%20Planet%20D/theplanetd.com/images/best-hikes-in-the-world-400x300.jpg	(from https://theplanetd.com/mount-kinabalu-2-tough-days-in-borneo/)
02:34:28	60520/60520	---M--	200	added ('OK')	image/jpeg	etag:%226416fe92-ec68%22	https://theplanetd.com/images/Everest-Base-Camp-trek-nepal-2-400x300.jpg	C:/My%20Web%20Sites/The%20Planet%20D/theplanetd.com/images/Everest-Base-Camp-trek-nepal-2-400x300.jpg	(from https://theplanetd.com/mount-kinabalu-2-tough-days-in-borneo/)
02:34:29	36285/36285	---M--	200	added ('OK')	image/jpeg	etag:%2260e84996-8dbd%22	https://theplanetd.com/images/Best-Hikes-in-United-States-400x300.jpg	C:/My%20Web%20Sites/The%20Planet%20D/theplanetd.com/images/Best-Hikes-in-United-States-400x300.jpg	(from https://theplanetd.com/mount-kinabalu-2-tough-days-in-borneo/)
02:34:30	108955/108955	---M--	200	added ('OK')	image/jpeg	etag:%226065fc3f-1a99b%22	https://theplanetd.com/images/About-The-Planet-D-Sidebar.jpg	C:/My%20Web%20Sites/The%20Planet%20D/theplanetd.com/images/About-The-Planet-D-Sidebar.jpg	(from https://theplanetd.com/mount-kinabalu-2-tough-days-in-borneo/)
02:34:30	42594/42594	---M--	200	added ('OK')	image/jpeg	etag:%226065fc09-a662%22	https://theplanetd.com/images/Travel-Tips-Sidebar.jpg	C:/My%20Web%20Sites/The%20Planet%20D/theplanetd.com/images/Travel-Tips-Sidebar.jpg	(from https://theplanetd.com/mount-kinabalu-2-tough-days-in-borneo/)
02:34:30	29773/29773	---M--	200	added ('OK')	image/jpeg	etag:%226065fc37-744d%22	https://theplanetd.com/images/Photography-Sidebar.jpg	C:/My%20Web%20Sites/The%20Planet%20D/theplanetd.com/images/Photography-Sidebar.jpg	(from https://theplanetd.com/mount-kinabalu-2-tough-days-in-borneo/)
02:34:32	56203/56203	---M--	200	added ('OK')	image/jpeg	etag:%226065fc1c-db8b%22	https://theplanetd.com/images/Road-Trips-Sidebar.jpg	C:/My%20Web%20Sites/The%20Planet%20D/theplanetd.com/images/Road-Trips-Sidebar.jpg	(from https://theplanetd.com/mount-kinabalu-2-tough-days-in-borneo/)
02:34:32	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2009%20Dec%202024%2018:34:32%20GMT	http://theplanetd.com/wp-content/plugins/social-pug/assets/dist/front-end-pro.js	C:/My%20Web%20Sites/The%20Planet%20D/theplanetd.com/wp-content/plugins/social-pug/assets/dist/front-end-pro.19.delayed	(from https://theplanetd.com/mount-kinabalu-2-tough-days-in-borneo/)
02:34:32	34953/34953	---MCZ	200	added ('OK')	application/javascript	etag:W/%226740b1b7-8889%22	https://theplanetd.com/wp-content/plugins/social-pug/assets/dist/front-end-pro.js	C:/My%20Web%20Sites/The%20Planet%20D/theplanetd.com/wp-content/plugins/social-pug/assets/dist/front-end-pro.js	(from https://theplanetd.com/mount-kinabalu-2-tough-days-in-borneo/)
02:34:32	2981/2981	---MCZ	200	added ('OK')	application/javascript	etag:W/%226308e67c-ba5%22	https://theplanetd.com/wp-includes/js/comment-reply.min.js	C:/My%20Web%20Sites/The%20Planet%20D/theplanetd.com/wp-includes/js/comment-reply.min.js	(from https://theplanetd.com/mount-kinabalu-2-tough-days-in-borneo/)
02:34:33	162/162	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2009%20Dec%202024%2018:34:34%20GMT	https://theplanetd.com/mount-kinabalu-2-tough-days-in-borneo/GET	C:/My%20Web%20Sites/The%20Planet%20D/theplanetd.com/mount-kinabalu-2-tough-days-in-borneo/GET	(from https://theplanetd.com/mount-kinabalu-2-tough-days-in-borneo/)
02:34:33	1233/1233	---MCZ	200	added ('OK')	application/javascript	etag:W/%221a1900d242621b126237113a25ab0ab3%22	https://ads.adthrive.com/abd/abd.js	C:/My%20Web%20Sites/The%20Planet%20D/ads.adthrive.com/abd/abd.js	(from https://theplanetd.com/mount-kinabalu-2-tough-days-in-borneo/)
02:34:33	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2009%20Dec%202024%2018:34:35%20GMT	https://cafemedia-com.videoplayerhub.com/galleryplayer.js	C:/My%20Web%20Sites/The%20Planet%20D/cafemedia-com.videoplayerhub.com/galleryplayer.1e.delayed	(from https://theplanetd.com/mount-kinabalu-2-tough-days-in-borneo/)
02:34:33	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2009%20Dec%202024%2018:34:35%20GMT	https://theplanetd.com/mount-kinabalu-2-tough-days-in-borneo/GET/	C:/My%20Web%20Sites/The%20Planet%20D/theplanetd.com/mount-kinabalu-2-tough-days-in-borneo/GET/index.html	(from https://theplanetd.com/mount-kinabalu-2-tough-days-in-borneo/)
02:34:34	8892/8892	---MCZ	200	added ('OK')	application/javascript	etag:W/%226749deea-22bc%22	https://theplanetd.com/wp-content/plugins/wp-rocket/assets/js/lazyload/17.8.3/lazyload.min.js	C:/My%20Web%20Sites/The%20Planet%20D/theplanetd.com/wp-content/plugins/wp-rocket/assets/js/lazyload/17.8.3/lazyload.min.js	(from https://theplanetd.com/mount-kinabalu-2-tough-days-in-borneo/)
02:34:34	1097/1097	---M--	404	error ('Not%20Found')	image/jpeg	date:Mon,%2009%20Dec%202024%2018:34:36%20GMT	https://i.ytimg.com/vi/ID/hqdefault.jpg	C:/My%20Web%20Sites/The%20Planet%20D/i.ytimg.com/vi/ID/hqdefault.20.delayed	(from https://theplanetd.com/mount-kinabalu-2-tough-days-in-borneo/)
02:34:35	10922/10922	---MCZ	200	added ('OK')	application/javascript	etag:W/%226749deea-2aaa%22	https://theplanetd.com/wp-content/plugins/wp-rocket/assets/js/wpr-beacon.min.js	C:/My%20Web%20Sites/The%20Planet%20D/theplanetd.com/wp-content/plugins/wp-rocket/assets/js/wpr-beacon.min.js	(from https://theplanetd.com/mount-kinabalu-2-tough-days-in-borneo/)
